longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.17,32.72,44,626,256.0,572,229,1.5909,NEAR OCEAN,152545.0
-117.88,33.7,18,2135,373.0,1464,405,5.4836,<1H OCEAN,245604.0
-120.97,37.73,19,3725,543.0,1412,463,5.7476,INLAND,215467.0
-121.63,39.15,16,1547,418.0,940,400,1.5613,INLAND,87678.0
-120.27,37.12,42,1142,236.0,597,210,1.7279,INLAND,73969.0
-121.96,37.43,18,2514,578.0,2205,545,3.3859,<1H OCEAN,218162.0
-118.32,34.17,45,3448,690.0,1562,643,4.0648,<1H OCEAN,276134.02
-117.95,33.78,26,4115,883.0,2184,825,3.9536,<1H OCEAN,201945.0
-121.87,37.3,14,360,124.0,134,84,2.7411,<1H OCEAN,257413.13
-117.23,34.11,22,1162,221.0,995,244,2.5875,INLAND,101556.0
-117.96,33.85,36,1951,365.0,1254,358,4.8438,<1H OCEAN,190594.0
-122.42,37.79,52,2737,1241.0,1761,1029,1.8068,NEAR BAY,347402.12
-120.08,39.23,19,1746,306.0,251,104,4.8182,INLAND,174949.0
-118.25,34.02,50,180,89.0,356,76,2.1944,<1H OCEAN,99683.0
-119.33,36.19,27,418,163.0,332,141,1.0714,INLAND,60039.99
-120.56,35.07,14,6788,1216.0,2866,1036,3.3603,<1H OCEAN,210552.0
-117.1,32.58,17,2046,559.0,1585,530,2.25,NEAR OCEAN,125374.0
-118.2,34.13,30,3369,824.0,2032,795,4.0052,<1H OCEAN,273312.06
-117.22,32.81,24,730,196.0,335,203,3.5078,NEAR OCEAN,204516.03
-118.41,34.0,18,1307,441.0,884,456,2.9338,<1H OCEAN,348403.11
-119.71,36.81,19,1648,368.0,557,354,1.7969,INLAND,91929.99
-118.44,34.06,28,3910,959.0,1763,867,5.5,<1H OCEAN,439529.64
-117.97,33.84,34,874,153.0,549,153,4.8667,<1H OCEAN,194122.0
-119.63,36.32,36,1518,287.0,749,255,2.2333,INLAND,76208.0
-118.53,34.04,45,1711,264.0,735,261,9.1078,<1H OCEAN,497200.96
-117.93,34.07,36,1207,209.0,683,213,5.3559,<1H OCEAN,223466.0
-117.31,34.08,40,2011,495.0,1528,469,1.9375,INLAND,77176.0
-122.44,37.7,6,3523,664.0,1705,608,4.9318,NEAR OCEAN,248124.0
-122.04,37.34,23,2590,725.0,1795,680,3.16,<1H OCEAN,256003.02
-121.26,38.65,17,2655,421.0,991,384,4.6484,INLAND,175921.0
-118.49,34.19,23,2087,571.0,1809,553,3.1667,<1H OCEAN,201014.0
-118.29,34.09,35,2198,998.0,3441,912,2.0467,<1H OCEAN,211634.0
-122.04,38.24,30,2081,456.0,1005,438,1.9954,INLAND,98301.0
-117.82,33.73,24,845,190.0,482,190,4.7039,<1H OCEAN,203023.0
-117.81,33.74,24,2696,649.0,1908,626,3.3047,<1H OCEAN,169450.0
-117.95,33.7,17,5781,924.0,2585,915,5.343,<1H OCEAN,277401.01
-123.82,40.12,33,2985,591.0,1221,486,2.087,<1H OCEAN,97645.0
-118.36,33.86,37,1249,218.0,583,214,5.7422,<1H OCEAN,362325.12
-118.77,34.28,27,1416,251.0,1024,268,5.1074,<1H OCEAN,213824.0
-122.29,37.86,52,1665,404.0,815,372,1.9946,NEAR BAY,158530.0
-120.18,36.59,25,948,198.0,613,171,2.3026,INLAND,73376.0
-118.02,34.09,24,2080,514.0,1976,478,2.6917,INLAND,174384.0
-117.96,33.82,29,2176,468.0,1632,428,3.707,<1H OCEAN,187624.0
-120.13,39.06,22,2465,539.0,381,146,2.875,INLAND,143959.0
-121.35,38.68,18,7923,1558.0,3789,1473,3.5403,INLAND,124299.0
-121.73,36.9,23,2392,721.0,3074,718,2.5195,<1H OCEAN,155492.0
-117.18,34.08,28,2243,399.0,1464,379,3.2105,INLAND,103246.0
-122.91,39.18,43,89,18.0,86,27,2.0208,INLAND,89659.92
-119.74,36.65,19,2546,463.0,1257,418,2.9013,INLAND,78869.0
-118.34,33.99,48,2225,433.0,1170,401,2.9643,<1H OCEAN,158840.01
-118.13,34.2,45,1213,206.0,529,231,5.6629,INLAND,288075.02
-117.17,32.83,24,3541,530.0,1591,530,5.3538,NEAR OCEAN,236697.0
-118.5,34.2,42,1558,322.0,884,334,2.2304,<1H OCEAN,191828.0
-117.97,33.72,24,2991,500.0,1437,453,5.4286,<1H OCEAN,263811.0
-118.39,34.08,27,6605,1710.0,2665,1520,3.8088,<1H OCEAN,385541.25
-119.71,36.83,5,1087,338.0,623,362,1.8061,INLAND,97381.0
-117.89,33.88,27,2091,336.0,1037,332,5.7519,<1H OCEAN,255553.0
-117.19,33.14,12,3652,923.0,1677,728,2.3267,<1H OCEAN,139328.0
-114.62,33.62,26,18,3.0,5,3,0.536,INLAND,121671.01
-122.25,37.8,29,2468,864.0,1335,773,1.3929,NEAR BAY,201473.03
-118.25,33.97,32,879,257.0,1057,230,1.6776,<1H OCEAN,104173.0
-122.14,37.72,45,1397,253.0,555,248,2.983,NEAR BAY,185557.0
-117.97,34.17,35,5005,848.0,2112,813,4.9968,INLAND,282745.01
-122.55,38.42,24,2220,411.0,894,365,4.2891,<1H OCEAN,252134.01
-118.22,34.52,7,4524,735.0,2298,717,6.5538,INLAND,243840.0
-118.23,34.13,34,609,149.0,407,145,4.5766,<1H OCEAN,222886.0
-117.13,32.72,43,2160,504.0,1221,452,2.4821,NEAR OCEAN,156520.0
-119.03,35.36,41,1944,363.0,977,388,3.9097,INLAND,96360.0
-122.41,37.8,52,3278,775.0,1279,709,5.4378,NEAR BAY,436137.47
-122.46,37.72,37,1833,388.0,1093,363,3.0703,NEAR OCEAN,255658.0
-118.07,33.93,5,906,187.0,1453,158,4.125,<1H OCEAN,164077.0
-121.82,37.28,33,2873,489.0,1946,475,5.0709,<1H OCEAN,240876.02
-121.9,36.58,31,1431,,704,393,3.1977,NEAR OCEAN,277850.0
-117.94,34.15,33,859,144.0,421,138,4.4821,INLAND,228288.01
-121.3,38.13,26,2256,360.0,937,372,5.0528,INLAND,164093.0
-118.36,34.06,39,2810,670.0,1109,624,3.25,<1H OCEAN,340239.11
-118.23,34.14,33,2865,864.0,2061,790,2.6268,<1H OCEAN,197594.0
-119.72,34.43,27,984,299.0,777,313,2.5694,<1H OCEAN,249067.0
-121.76,36.75,21,1141,257.0,671,195,3.8424,<1H OCEAN,228216.01
-117.09,32.74,23,3130,779.0,2472,744,2.32,NEAR OCEAN,114817.0
-118.19,34.04,39,1074,323.0,1613,308,2.3015,<1H OCEAN,145587.0
-118.36,33.89,34,760,174.0,723,198,5.3169,<1H OCEAN,285963.0
-118.09,33.96,20,1911,472.0,1407,465,2.7647,<1H OCEAN,167160.0
-119.9,37.49,13,2230,443.0,920,361,3.0,INLAND,112279.0
-117.49,33.64,3,8874,1302.0,3191,1027,6.8588,<1H OCEAN,304850.02
-121.36,38.01,16,926,230.0,451,198,4.0221,INLAND,132339.0
-117.35,34.16,36,1717,348.0,1054,279,2.4444,INLAND,91216.0
-118.35,33.8,19,6224,1105.0,3152,1076,5.9541,<1H OCEAN,331982.05
-117.2,32.84,34,3353,544.0,1583,571,4.55,NEAR OCEAN,226717.0
-118.46,34.32,10,5777,1112.0,2917,1056,4.1514,<1H OCEAN,222417.01
-121.6,37.13,14,9483,1361.0,4108,1281,7.5,<1H OCEAN,365896.02
-118.35,33.98,33,1884,477.0,1518,449,3.1194,<1H OCEAN,202213.0
-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,INLAND,164057.0
-117.99,33.73,24,2104,421.0,1181,414,3.8365,<1H OCEAN,197064.0
-121.85,37.33,16,2987,874.0,4241,841,2.8024,<1H OCEAN,172399.0
-117.93,33.62,33,1890,416.0,859,329,4.5658,<1H OCEAN,397774.37
-120.02,36.8,25,1270,255.0,1050,245,2.1618,INLAND,66054.0
-122.38,37.58,52,1704,226.0,671,243,8.4704,NEAR OCEAN,488893.83
-117.84,33.74,22,6072,1802.0,4715,1666,3.1353,<1H OCEAN,174313.0
-117.98,33.77,7,2252,570.0,1576,550,3.6333,<1H OCEAN,162431.0
-122.59,37.97,46,4036,856.0,1872,833,4.5625,NEAR OCEAN,339166.03
-119.35,35.59,14,2719,502.0,1497,457,3.176,INLAND,84318.0
-121.24,39.22,14,983,163.0,399,161,2.2917,INLAND,112532.0
-117.96,34.08,28,2831,552.0,2330,557,3.9741,<1H OCEAN,184763.0
-117.7,33.64,15,5743,773.0,2380,773,8.1926,<1H OCEAN,370991.02
-117.65,34.04,28,2360,607.0,2623,592,2.5048,INLAND,116508.0
-121.9,38.02,5,1560,369.0,1037,372,3.6154,INLAND,144144.0
-118.07,33.99,41,1204,252.0,1002,248,3.0577,<1H OCEAN,167168.0
-118.28,33.99,49,2174,481.0,1861,484,1.7159,<1H OCEAN,102034.0
-117.89,33.83,35,2984,446.0,1435,455,5.6276,<1H OCEAN,251911.0
-119.35,36.42,18,1115,193.0,1742,176,2.7969,INLAND,73085.0
-122.3,37.55,35,3675,735.0,1930,715,3.9833,NEAR OCEAN,299822.0
-118.16,34.7,33,2918,494.0,1365,478,4.8787,INLAND,210603.0
-122.48,38.48,29,2278,397.0,765,322,4.6379,INLAND,283328.0
-119.73,36.52,20,1741,331.0,1466,289,2.5921,INLAND,68974.0
-122.25,37.53,16,4428,664.0,1677,623,7.6864,NEAR BAY,400464.07
-118.37,34.07,52,1084,247.0,468,255,3.4286,<1H OCEAN,404208.07
-118.04,33.85,24,2233,347.0,1162,355,5.6094,<1H OCEAN,260887.0
-116.95,32.74,7,2722,578.0,1429,574,3.9583,<1H OCEAN,167758.0
-122.58,38.1,22,11872,2300.0,5600,2200,4.6463,NEAR BAY,241897.0
-118.47,34.04,21,5041,1491.0,2719,1420,3.5335,<1H OCEAN,367779.19
-118.25,33.92,44,1137,235.0,747,225,2.0,<1H OCEAN,97244.0
-117.29,34.14,52,1683,266.0,646,256,4.0481,INLAND,139330.0
-119.49,37.1,24,2532,555.0,1564,507,2.3359,INLAND,86313.0
-122.7,38.45,26,2011,557.0,855,530,1.125,<1H OCEAN,165732.0
-121.9,37.44,12,4228,734.0,2594,732,6.6086,<1H OCEAN,315801.06
-117.27,34.24,34,3687,756.0,941,367,2.875,INLAND,101559.0
-121.27,38.12,44,2356,482.0,1043,443,2.4949,INLAND,94536.0
-119.72,34.42,31,1524,383.0,1257,398,2.6019,NEAR OCEAN,231730.0
-119.54,36.51,36,49,7.0,28,2,4.625,INLAND,141906.0
-118.41,33.97,44,2298,388.0,849,360,5.5941,<1H OCEAN,396326.2
-120.85,37.51,15,1131,285.0,728,281,1.5531,INLAND,110416.0
-122.42,37.75,52,1207,302.0,1008,269,3.3816,NEAR BAY,263875.01
-118.28,33.98,47,865,193.0,782,217,2.2411,<1H OCEAN,122735.0
-118.27,33.82,39,1357,249.0,763,229,4.25,<1H OCEAN,190198.0
-117.01,32.73,22,2526,530.0,1556,529,2.8646,NEAR OCEAN,136469.0
-122.25,37.8,52,2087,510.0,1197,488,3.0149,NEAR BAY,233658.01
-118.44,33.88,35,2020,451.0,724,399,6.6494,NEAR OCEAN,459150.37
-118.35,33.85,35,1248,206.0,551,185,5.6426,<1H OCEAN,317360.0
-122.35,37.96,35,1326,346.0,1023,295,2.0724,NEAR BAY,100006.0
-118.43,34.16,41,2050,478.0,850,490,3.4208,<1H OCEAN,353937.1
-118.3,33.93,29,2228,396.0,1140,352,3.7969,<1H OCEAN,169474.0
-121.28,38.53,18,224,38.0,95,41,3.1042,INLAND,143217.0
-117.27,33.0,36,2426,454.0,1085,420,5.1523,NEAR OCEAN,347346.21
-122.41,37.63,35,865,226.0,602,217,3.0,NEAR OCEAN,270005.05
-117.18,32.76,8,3694,997.0,1297,807,3.6492,NEAR OCEAN,223241.0
-118.45,33.99,45,1132,269.0,654,264,4.5673,<1H OCEAN,343536.01
-117.07,32.8,36,2028,349.0,820,352,3.9828,<1H OCEAN,166470.0
-121.34,38.59,22,3273,480.0,1151,463,8.05,INLAND,321331.0
-118.64,34.22,16,4312,574.0,1902,574,8.4438,<1H OCEAN,413703.06
-117.94,33.88,46,1747,312.0,770,296,5.4217,<1H OCEAN,273055.08
-121.98,37.27,25,3075,564.0,1633,543,5.2528,<1H OCEAN,276183.0
-117.02,32.73,22,5201,865.0,3280,817,4.7952,NEAR OCEAN,167751.0
-118.09,34.15,45,1345,356.0,749,327,2.8007,INLAND,223439.0
-122.52,37.89,17,4363,1041.0,1640,989,3.9531,NEAR BAY,354058.06
-117.24,34.14,6,2383,606.0,1301,488,3.016,INLAND,116763.0
-118.58,34.21,27,2209,353.0,1034,344,4.7125,<1H OCEAN,231637.0
-118.02,33.92,34,2169,418.0,1169,406,3.2222,<1H OCEAN,189915.0
-117.82,33.82,22,3173,372.0,1181,355,8.3637,<1H OCEAN,374787.02
-117.87,33.84,23,1678,369.0,912,347,4.5,<1H OCEAN,206209.0
-122.45,38.01,36,4501,832.0,2196,800,4.3182,NEAR BAY,290325.0
-117.69,36.13,25,1709,439.0,632,292,1.7868,INLAND,82056.99
-118.18,34.03,26,859,255.0,835,232,1.1929,<1H OCEAN,165433.0
-122.44,37.78,37,1235,314.0,481,297,3.6875,NEAR BAY,362879.03
-117.99,34.08,35,1032,207.0,954,191,2.8906,INLAND,149931.0
-119.63,34.4,29,3865,814.0,1266,613,6.0069,<1H OCEAN,412710.32
-122.62,38.24,33,1369,280.0,758,246,4.0341,<1H OCEAN,203814.0
-122.33,38.29,14,3541,499.0,1577,459,5.3351,NEAR BAY,219382.0
-119.82,36.79,35,1474,291.0,709,294,2.6522,INLAND,73800.0
-118.61,34.21,41,1058,228.0,778,245,3.3534,<1H OCEAN,191505.0
-122.53,37.87,20,1814,282.0,658,253,7.9977,NEAR BAY,404118.04
-118.26,33.91,39,967,256.0,903,256,1.9038,<1H OCEAN,98843.0
-121.92,37.28,27,3028,486.0,1284,498,4.5833,<1H OCEAN,299162.0
-120.46,37.29,30,2972,635.0,1940,590,2.3594,INLAND,83611.0
-121.97,36.97,24,3665,870.0,1954,833,2.8036,NEAR OCEAN,236889.0
-117.16,32.73,52,1863,559.0,906,493,1.9203,NEAR OCEAN,168987.0
-118.19,33.78,24,225,72.0,439,71,2.8533,NEAR OCEAN,209451.05
-117.11,32.69,39,395,159.0,620,162,2.725,NEAR OCEAN,112129.0
-117.88,33.82,17,2247,705.0,1382,618,3.8631,<1H OCEAN,194265.0
-122.48,37.69,43,2661,455.0,1384,456,4.2421,NEAR OCEAN,240004.0
-118.15,34.17,36,930,280.0,1024,300,1.0846,<1H OCEAN,198711.06
-117.7,33.6,16,2092,489.0,877,392,3.0461,<1H OCEAN,148140.0
-116.22,33.73,38,1695,352.0,1279,305,2.1217,INLAND,72484.0
-119.07,35.34,16,4201,786.0,1667,724,4.8839,INLAND,143568.0
-120.71,37.38,14,1979,432.0,1756,382,2.6923,INLAND,92891.0
-121.36,37.99,8,1801,380.0,684,350,4.2589,INLAND,173978.0
-117.3,33.23,13,3619,791.0,1759,806,2.765,<1H OCEAN,135883.0
-118.15,33.94,37,1594,321.0,1003,323,3.3289,<1H OCEAN,209879.0
-118.11,34.15,40,1950,509.0,1038,438,2.6172,<1H OCEAN,190142.0
-117.1,32.74,30,1772,500.0,1389,447,2.3641,NEAR OCEAN,114039.0
-122.67,38.33,4,8072,1606.0,4323,1475,3.9518,<1H OCEAN,197272.0
-118.14,34.06,37,1339,258.0,706,238,4.7569,<1H OCEAN,228493.0
-118.27,34.0,43,1638,434.0,1213,390,1.3403,<1H OCEAN,105991.0
-118.31,33.67,42,1297,246.0,611,242,5.3074,NEAR OCEAN,351585.19
-122.23,40.57,18,1633,243.0,750,252,5.1585,INLAND,184187.0
-117.04,32.58,14,2355,406.0,1883,401,5.0311,NEAR OCEAN,161560.0
-118.51,34.0,52,1241,502.0,679,459,2.3098,<1H OCEAN,364216.16
-118.09,33.74,44,1671,390.0,871,367,4.6369,NEAR OCEAN,404453.17
-118.93,36.19,30,2685,546.0,951,523,2.6184,INLAND,77151.0
-117.22,32.75,26,696,185.0,384,184,2.6121,NEAR OCEAN,224802.04
-122.04,37.62,35,1032,173.0,453,176,6.396,NEAR BAY,358420.03
-117.22,34.07,8,3065,692.0,1440,666,3.2368,INLAND,113389.0
-117.13,34.24,17,2828,506.0,673,274,5.2563,INLAND,161599.01
-117.13,32.7,48,786,230.0,917,231,1.875,NEAR OCEAN,88712.0
-122.44,37.77,52,3475,807.0,1518,777,3.6186,NEAR BAY,463666.54
-118.24,33.96,34,1724,432.0,1876,416,2.1078,<1H OCEAN,107810.0
-119.08,35.32,8,11609,2141.0,5696,2100,5.0012,INLAND,146733.0
-119.29,34.28,38,2387,748.0,1537,741,2.3147,NEAR OCEAN,197162.0
-118.26,34.01,47,1269,323.0,1628,325,1.5089,<1H OCEAN,112446.0
-122.14,37.44,52,3117,468.0,1114,421,6.6756,NEAR BAY,467452.67
-117.13,32.58,27,2511,615.0,1427,576,3.1645,NEAR OCEAN,150983.01
-119.67,36.33,19,1241,244.0,850,237,2.9375,INLAND,72345.0
-122.43,37.81,39,3275,837.0,1137,725,3.7679,NEAR BAY,421777.52
-121.39,38.63,30,2930,739.0,1661,668,2.7813,INLAND,117277.0
-118.36,33.86,37,1768,314.0,802,290,5.0784,<1H OCEAN,308977.05
-118.33,33.92,23,969,288.0,670,251,3.267,<1H OCEAN,185159.0
-118.79,34.14,7,3003,504.0,1143,466,5.8548,NEAR OCEAN,374547.14
-117.82,34.13,27,3770,573.0,1606,562,6.1321,INLAND,249237.02
-114.57,33.57,20,1454,326.0,624,262,1.925,INLAND,61178.0
-118.08,34.13,46,1238,147.0,377,145,8.4546,INLAND,469585.58
-117.72,34.1,32,3241,895.0,1592,810,2.4952,INLAND,136160.0
-118.25,33.91,36,1950,365.0,1125,374,3.1111,<1H OCEAN,127719.0
-121.71,38.56,20,8627,1516.0,4071,1466,4.2198,INLAND,194114.0
-122.02,38.02,44,1465,247.0,817,237,4.8693,NEAR BAY,206280.0
-122.08,37.39,4,2292,,1050,584,4.8036,NEAR BAY,282861.06
-117.16,32.74,27,2335,604.0,982,590,3.1921,NEAR OCEAN,236841.03
-118.37,34.24,40,1283,246.0,594,236,4.1121,<1H OCEAN,208898.0
-118.31,34.0,47,1551,362.0,1329,322,1.9792,<1H OCEAN,112611.0
-120.48,37.29,17,2266,693.0,3200,664,1.5635,INLAND,73466.0
-122.54,37.99,32,2236,348.0,818,330,7.3521,NEAR BAY,416899.29
-117.11,32.79,16,2574,771.0,1129,721,3.3849,NEAR OCEAN,121700.0
-118.34,34.04,35,2345,607.0,2042,565,2.5955,<1H OCEAN,184676.0
-120.44,34.93,15,868,244.0,1133,253,2.0995,<1H OCEAN,106087.0
-118.54,34.23,29,1753,342.0,1318,333,4.125,<1H OCEAN,195464.0
-117.05,32.76,37,4879,906.0,2076,871,3.6625,NEAR OCEAN,160740.0
-122.04,36.97,30,2695,424.0,1098,420,5.3972,NEAR OCEAN,342018.02
-122.53,38.01,27,3121,531.0,1318,489,5.4781,NEAR BAY,294815.0
-118.39,34.16,20,4084,1062.0,1637,987,3.2388,<1H OCEAN,330585.03
-118.2,34.12,52,1580,426.0,1462,406,3.3326,<1H OCEAN,172892.0
-122.43,37.64,42,4091,757.0,1861,771,4.207,NEAR OCEAN,298417.0
-116.88,34.08,52,3419,777.0,710,265,3.9028,INLAND,123837.0
-122.09,37.41,8,1480,414.0,856,445,2.8203,NEAR BAY,211619.01
-121.9,37.3,39,3627,666.0,1531,635,4.537,<1H OCEAN,270389.0
-122.78,38.44,14,4143,656.0,1569,629,3.9766,<1H OCEAN,206282.0
-122.31,38.34,19,4187,684.0,1827,605,4.5293,NEAR BAY,193334.0
-117.74,34.02,33,2318,464.0,1904,451,3.7454,INLAND,138712.0
-122.01,37.93,25,2652,335.0,1062,334,7.5898,NEAR BAY,364284.07
-118.85,34.21,29,2195,414.0,1360,401,3.4773,<1H OCEAN,199038.0
-122.37,38.33,29,1868,291.0,764,284,4.825,NEAR BAY,205865.0
-118.11,34.07,19,3215,907.0,3072,870,2.3393,<1H OCEAN,193116.01
-121.28,38.7,15,5828,1051.0,2868,1037,3.7813,INLAND,151630.0
-118.1,34.08,37,2894,659.0,1977,636,2.543,<1H OCEAN,190967.0
-120.07,36.96,32,1268,283.0,549,273,1.4511,INLAND,67491.0
-118.37,33.95,32,1067,286.0,1053,277,2.8438,<1H OCEAN,189145.0
-122.42,37.8,52,3823,1040.0,1830,977,4.2458,NEAR BAY,487801.86
-118.7,34.3,23,2831,406.0,1284,393,6.1383,<1H OCEAN,280905.01
-117.12,32.57,35,1450,256.0,930,286,2.6715,NEAR OCEAN,143685.0
-122.42,37.8,52,3067,870.0,2122,850,2.5603,NEAR BAY,262618.07
-119.25,35.78,27,1513,342.0,1346,323,2.7411,INLAND,79070.0
-122.66,39.02,16,3715,810.0,943,510,1.7446,INLAND,95604.0
-118.45,33.99,52,1010,244.0,573,242,4.1861,<1H OCEAN,333836.02
-117.61,34.08,12,4427,,2400,843,4.7147,INLAND,163626.0
-117.96,33.93,15,2014,419.0,839,390,4.7446,<1H OCEAN,216376.0
-115.73,32.8,44,472,81.0,206,57,2.2083,INLAND,79063.0
-118.12,34.1,34,2918,555.0,1435,568,4.2344,<1H OCEAN,296110.02
-117.96,33.65,18,3603,879.0,1549,756,4.0229,<1H OCEAN,219200.0
-118.57,34.2,33,1759,311.0,943,315,5.223,<1H OCEAN,241499.0
-119.02,35.41,41,2221,516.0,1106,473,1.97,INLAND,67268.0
-119.06,35.33,14,5264,1064.0,3278,1049,3.8117,INLAND,94189.0
-122.44,37.77,52,3505,745.0,1374,714,4.3667,NEAR BAY,466372.59
-117.15,32.91,14,1259,238.0,889,247,4.9464,<1H OCEAN,182790.0
-118.44,34.29,30,1632,401.0,1357,401,3.1588,<1H OCEAN,173333.0
-119.8,36.02,20,156,39.0,171,37,3.05,INLAND,96683.0
-119.77,36.78,36,3616,779.0,1994,786,2.5434,INLAND,69998.0
-118.28,33.97,38,1819,497.0,2110,499,1.6027,<1H OCEAN,98976.0
-118.4,34.05,26,4473,923.0,1518,805,5.0762,<1H OCEAN,454067.54
-122.07,37.57,8,8647,1407.0,5019,1379,6.5615,NEAR BAY,348729.13
-121.56,39.08,26,1377,289.0,761,267,1.4934,INLAND,61232.0
-121.98,37.54,17,5133,1375.0,3386,1339,3.1326,<1H OCEAN,213382.0
-122.29,38.3,52,144,54.0,89,48,1.0096,NEAR BAY,183215.02
-118.15,33.9,20,2850,737.0,1855,662,2.809,<1H OCEAN,175782.0
-122.04,37.34,28,3081,460.0,1260,461,7.5372,<1H OCEAN,435747.32
-118.49,34.27,34,4877,815.0,2521,781,5.5714,<1H OCEAN,263138.0
-117.12,32.74,46,1898,441.0,978,439,3.2708,NEAR OCEAN,160414.0
-118.95,35.38,35,2220,388.0,906,373,3.5938,INLAND,90446.0
-122.08,37.4,23,806,158.0,373,156,5.9291,NEAR BAY,331324.06
-118.26,33.88,40,519,102.0,330,95,3.0972,<1H OCEAN,134607.0
-119.76,36.79,32,2463,468.0,1261,486,3.3281,INLAND,87596.0
-118.25,33.98,39,1553,461.0,2271,437,1.7378,<1H OCEAN,102403.0
-118.98,35.38,24,1807,465.0,1460,410,1.4786,INLAND,51947.0
-118.92,35.13,29,1297,262.0,909,253,1.9236,INLAND,58124.0
-118.21,33.8,44,1387,280.0,984,302,4.25,NEAR OCEAN,187058.01
-118.27,34.15,7,2837,776.0,2287,736,3.008,<1H OCEAN,227542.0
-119.96,35.99,25,1047,270.0,1505,286,2.0976,INLAND,53234.0
-118.0,34.15,48,3436,673.0,1540,648,4.275,INLAND,250653.0
-122.46,37.71,45,1799,394.0,1436,389,3.65,NEAR OCEAN,235219.0
-121.32,38.67,31,2532,479.0,1396,467,4.0417,INLAND,124070.0
-118.07,33.96,30,928,230.0,913,214,2.6991,<1H OCEAN,161920.0
-117.0,32.77,35,2114,317.0,881,320,5.5,<1H OCEAN,200156.0
-121.99,37.54,18,3584,715.0,1673,661,3.9444,<1H OCEAN,239492.0
-121.19,38.04,35,703,117.0,290,107,3.225,INLAND,164921.0
-118.56,34.21,13,8327,1849.0,4126,1773,3.7313,<1H OCEAN,240169.0
-116.92,32.82,16,2784,468.0,1458,465,4.0048,<1H OCEAN,168725.0
-122.2,37.78,50,1867,403.0,1128,378,2.5401,NEAR BAY,128081.0
-122.41,37.71,28,5015,1240.0,3900,1029,1.2269,NEAR BAY,221401.06
-122.07,37.64,22,5861,1516.0,5436,1463,2.5158,NEAR BAY,183674.01
-118.23,33.95,37,2667,671.0,2865,683,0.6831,<1H OCEAN,116786.02
-118.01,33.76,35,2072,349.0,1249,317,3.9855,<1H OCEAN,202988.0
-118.37,33.99,36,3228,543.0,1305,520,5.1695,<1H OCEAN,330438.09
-118.27,33.95,34,1261,315.0,1027,303,2.2946,<1H OCEAN,103764.0
-121.33,38.65,24,3533,741.0,1496,723,2.8106,INLAND,134780.0
-122.18,37.76,52,754,175.0,447,165,3.9063,NEAR BAY,156602.0
-121.97,37.28,27,2427,403.0,1301,438,5.0385,<1H OCEAN,276597.0
-117.5,34.0,15,1929,317.0,1237,316,4.4063,INLAND,134539.0
-124.1,40.9,18,4032,798.0,1948,775,2.7321,NEAR OCEAN,96786.0
-116.43,33.81,8,6710,1343.0,2069,781,3.5223,INLAND,173553.08
-120.76,38.47,17,1521,309.0,607,240,3.5,INLAND,144379.0
-118.41,34.17,35,2027,428.0,879,402,4.692,<1H OCEAN,313187.01
-122.83,38.4,37,2217,451.0,1019,428,3.1217,<1H OCEAN,186984.0
-118.46,34.4,12,25957,4798.0,10475,4490,4.542,<1H OCEAN,210318.0
-122.19,37.71,36,361,69.0,158,58,5.5461,NEAR BAY,314189.04
-119.91,37.23,17,2171,389.0,1042,375,3.625,INLAND,115076.0
-121.92,37.3,36,2088,358.0,772,347,4.2762,<1H OCEAN,288178.01
-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,NEAR OCEAN,314787.02
-119.01,35.37,33,821,181.0,579,172,1.2469,INLAND,57354.0
-117.67,33.49,15,2782,579.0,983,525,2.1935,<1H OCEAN,215499.18
-117.81,35.65,19,1124,290.0,598,261,1.8984,INLAND,72145.92
-118.42,33.98,3,475,155.0,236,153,3.6667,<1H OCEAN,299230.06
-122.4,37.76,52,1495,311.0,506,275,4.4375,NEAR BAY,301123.03
-119.84,36.81,18,2789,378.0,937,364,7.7062,INLAND,234404.0
-121.43,37.75,42,1207,278.0,699,279,3.3611,INLAND,125428.0
-118.22,34.09,36,1427,415.0,1835,410,2.48,<1H OCEAN,152516.0
-117.04,32.55,15,2206,648.0,2511,648,1.6348,NEAR OCEAN,116032.0
-117.14,33.15,16,1129,198.0,758,178,5.0346,<1H OCEAN,181570.0
-117.94,34.04,36,1431,354.0,1367,334,3.5592,<1H OCEAN,159593.0
-117.93,34.57,5,5613,1060.0,3569,999,3.1946,INLAND,137815.0
-118.37,34.16,25,2450,618.0,1054,578,3.6375,<1H OCEAN,290933.0
-117.1,34.21,22,4397,931.0,1145,445,4.5268,INLAND,138563.0
-122.42,40.44,16,994,,495,181,2.1875,INLAND,83449.0
-121.47,38.54,47,2085,464.0,1346,402,1.2679,INLAND,67244.0
-118.14,34.08,30,1433,397.0,1110,346,2.3464,<1H OCEAN,200774.0
-118.39,34.23,18,3405,831.0,3001,795,3.0083,<1H OCEAN,190002.0
-121.41,38.69,28,1601,308.0,848,305,3.6429,INLAND,107885.0
-123.8,39.44,33,2024,459.0,1019,422,1.9208,<1H OCEAN,97218.0
-117.71,33.54,7,4907,577.0,1883,556,10.4415,<1H OCEAN,464033.6
-121.5,38.56,46,2646,645.0,1684,616,1.128,INLAND,99347.0
